 Chosen one!, ¡Elegida!
"Yeah, keep mouthing off, smartass. I could oxidize circles around you. I'm a natural. Self-taught. None of that bullshit Vault City 'purer-than-thou' 'tude, see?","Sí, sigue fanfarroneando, listilla. Yo podría oxidizar círculos a tu alrededor. Soy natural. Autodidacta. Nada de esa actitud gilipollesca de 'más puro-que-tú' de Ciudad Refugio, ¿vale?"
"Yeah, the First Citizen said you'd be stopping by. Well, let me tell you, friend, you got a BEAUTY waiting for you.","Sí, la Primer Ciudadano dijo que te pasarías por aquí. Bien, déjame decirte, amiga, que tienes a una BELLEZA esperándote."
"Yeah, well, that newbie is me. Got a problem with that?","Sí, bueno, esa novata soy yo. ¿Tienes algún problema con eso?"
"Yeah, whatta YOU want, big guy?","¿Sí? ¿Qué quieres, grandullona?"
Yer DUMB.,Eres TONTA.
"Yer a HERO. I got sumfin' fer you. I dinna know what it wazzat first, but I figger you might be needin' it.","Edes una HEDOÍNA. Tengo al-go pada ti. Al pdincipio no sabía pada qué podía sedvid, aunque igual a ti te hace f-falta."
"Yer a hero, ","Eres una heroína, "
Yer dumb-errrr,Eres más que tontaaaa.
"Yer that fighter, ","Tú eres esa luchadora, "
Yer the dumbest. Yer dumbest!,Eres la más tonta. ¡La más tonta!
Yes Boss.,"Sí, Jefa."
Yes! Me new here!,¡Sí! ¡Yo nueva aquí!
"Yes, Citizen. What did you want to know?","Sí, Ciudadana. ¿Qué querías saber?"
"Yes, Citizen?","¿Sí, Ciudadana?"
"Yes, I am one of us. Reno, uh, Renew!","Sí, soy una de nosotros. Reno, eh, ¡Renovación!"
"Yes, I can smell... er, see, that you're an Outsider.","Sí, ya huelo... er, ya veo que eres una forastera."
"Yes, I can smell...er, see, that you're an Outsider.","Sí, ya huelo... er, veo, que eres una forastera."
"Yes, I'm SURE I parked it here. Any idea where it might be?","Sí, estoy SEGURA de que lo aparqué aquí. ¿Alguna idea de dónde podría estar?"
"Yes, I'm confident in my abilities and myself.","Sí, confío en mis habilidades y en mí misma."
"Yes, I'm interested in some leather goods.","Sí, estoy interesada en comprar algunos artículos de cuero."
"Yes, I'm new here.","Sí, soy nueva aquí."
"Yes, it does, doesn't it? I have to go see what's happened in the world. Good luck, friend!","Sí, así es, ¿no es así? Debo ir a ver qué le ha pasado al mundo. ¡Buena suerte, amiga!"
"Yes, master?","¿Sí, ama?"
"Yes, my child?","¿Sí, hija mía?"
"Yes, sir. First, the vertibirds are the primary method used in reaching main base. Due to the complexity of their operation it is doubtful that subversives could commandeer a vertibird. Second, there is an operational fuel tanker in San Francisco harbor. The ship has, however, been disabled and a passkey is required to restart it. The base commander has the passkey in his possession. Third, with the proper equipment, you could conceivably swim to main base but the probability of survival is next to nil.","Sí, señora. Primero, los vertibird son el método principal que se usa a la hora de viajar a la base principal. Debido a la complejidad de su manejo es dudoso que elementos subversivos puedan pilotar un vertibird. En segundo lugar, hay un petrolero operativo en el puerto de San Francisco. Sin embargo, el barco ha sido inutilizado y se necesita una llave maestra para reiniciarlo. El comandante de la base tiene esa llave en su poder. En tercer lugar, sería concebible, con el equipo apropiado, alcanzar la base a nado, pero las posibilidades de supervivencia son cercanas a cero."
"Yes, sir. I conducted an authorized raid on Mr. Cassidy's establishment.","Sí, señora. Yo autoricé y llevé a cabo una redada en el establecimiento del señor Cassidy."
"Yes, sir. The main base is located off the Pacific coast near the city of San Francisco. May I inquire why you are asking, sir?","Sí, señora. La base principal se encuentra más allá de la costa del Pacífico, cerca de la ciudad de San Francisco. ¿Puedo preguntarle por qué quiere saberlo?"
"Yes, sir?","¿Sí, señora?"
"Yes, there is the RIGHT way... you can become a Citizen by taking the Citizenship test.","Si, esa es la manera CORRECTA... puedes convertirte en Ciudadana haciendo el test de Ciudadanía."
"Yes. Great sadness and pain. I stand between worlds to tell you, Chosen. Save your people.","Sí. Gran tristeza y dolor. Me hallo entre ambos mundos para decírtelo, Elegida. Salva a tu pueblo."
Yes. I am the Chosen One. My ancestor saved the world from one called the Master.,Sí. Yo soy la Elegida. Mi antepasado salvó al mundo de alguien llamado 'El Maestro'.
Yes. Me ready.,Sí. Yo preparada.
Yes... SIR.,Sí... SEÑORA.
"Yessir, there are old tunnels underneath Klamath. You better believe it.","Si señora, hay viejos túneles debajo de Klamath. Créetelo."
Yessur?,"¿S-si, señora?"
"Yet ANOTHER Servant that has strayed from his rounds?! I'll put Barkus on report if he keeps letting them wander about... now, you... Shoo! Shoo!",¡¿OTRO siervo que se ha desviado de su recorrido?! Informaré sobre Barkus si sigue dejando que vagabundeen por ahí... en cuanto a ti... ¡Fuera! ¡Sal disparada!
Yo! Cabron! You looking for th' Angel o' Death? Beat it!,¡Tú! ¡Puta! ¿Buscas al ángel de la muerte? ¡Desaparece!
"Yo! Chica, put that thing away 'fore you start making people nervous.","¡Tú! Chica, guarda esa cosa antes de que la gente se empiece a poner nerviosa."
"Yo! Chica, you can't be carrying that around in here.","¡Tú! Chica, no puedes llevar eso aquí."
"Yo! Homes, put that thing away 'fore you start making people nervous.","¡Tú! Hombre, guarda esa cosa antes de que la gente se empiece a poner nerviosa."
Yo! Puta! You looking for th' Angel o' Death? Beat it!,Tú! ¡Puta! ¿Buscas al ángel de la muerte? ¡Desaparece!
Yo! You dumb or something? Put that thing away before I haveta hurt you.,¡Tú! ¿Eres tonta o algo parecido? Guarda eso antes de que te haga daño.
"Yo! You got a minute, friend?","¡Tú! ¿Tienes un minuto, amiga?"
"Yo, brother, now you ain't forgotten your friend Jules on your rise to the top, have you?","Oye, hermana, no has olvidado a tu amigo Jules en tu ascenso a la cima, ¿verdad?"
"Yo, champ! Put that weapon away.","¡Eh, campeona! Guarda el arma."
"Yo, champ. No weapons in here, 'kay?","Eh, campeona. Nada de armas aquí, ¿vale?"
"Yo, chica! You dumb or something? Put that thing away before I haveta hurt you.","¡Tú, chica! ¿Eres tonta o algo parecido? Guarda eso antes de que te haga daño."
"Yo, dark and deadly! Looks to me like New Reno's been GOOD to you!","¡Tú, oscura y mortal! ¡Me parece que Nuevo Reno te ha sentado BIEN!"
You HAVE to be kidding. It's obviously retarded.,DEBES estar de broma. Obviamente es retrasada.
You LOOK sick.,PARECES enferma.
You NEW or something? I'm Angela BISHOP. My Dad is the HEAD of Family Bishop. ,"¿Eres NUEVA, o algo así? Soy Angela BISHOP. Mi papá es el LÍDER de la Familia Bishop. "
You Outsider degenerate. I'm not one to be trifled with! You'll never set foot into our city now! Leave before I summon the guards!,Extranjera degenerada. ¡Conmigo no se juega! ¡Nunca volverás a poner un pie en nuestra ciudad! ¡Vete antes de que avise a los guardias!
You a friend of Becky?,¿Eres amiga de Becky?
You a friend of Frankie?,¿Eres amiga de Frankie?
"You a lover and not a fighter, eh?","Eres una amante y no una luchadora, ¿eh?"
You a mutant lover? His place is OUTSIDE. Or else.,¿Eres un amante de los mutantes? Su lugar es FUERA. O más lejos aún.
You again. Bored yet?,Tú otra vez. ¿Sigues aburrida?
"You aim for our big target, man.","Apuntas a gran objetivo, miga."
You ain't good enough.,No eres bastante buena.
"You ain't the sharpest tool in the shed, are ya? Well, nice talking to you anyhow. So long.","No eres muy lista, ¿verdad? Bueno, de todas formas gracias por la charla. Hasta luego."
You are SO dead.,Vas a estar MUY muerta.
"You are a ""Made Man"" of the Bishop Family. You are well-known, well-respected, and look great in a fedora.","Eres una mafiosa de la Familia Bishop. Eres conocida, respetada, y te sientan genial los sombreros."
"You are a ""Made Man"" of the Mordino Family. You are well-known, well-respected, and look great in a fedora.","Eres una mafiosa de la Familia Mordino. Eres conocida, respetada, y te sientan genial los sombreros."
"You are a ""Made Man"" of the Salvatore Family. You are well-known, well-respected, and look great in a fedora.","Eres una mafiosa de la familia Salvatore. Eres conocida, respetada, y te sientan genial los sombreros."
"You are a ""Made Man"" of the Wright Family. You are well-known, well-respected, and look great in a fedora.","Eres una mafiosa de la Familia Wright. Eres conocida, respetada, y te sientan genial los sombreros."
You are a cretin. I will not go anywhere with you. Go away.,Eres una cretina. No iré a ninguna parte contigo. Vete.
You are a ruthless killer!,¡Eres una asesina despiadada!
You are a saint.,Eres una santa.
"You are a thief, a murderer, and a villain. I'm afraid I must kill you.","Eres una ladrona, una asesina, y una villana. Me temo que debo matarte."
You are a traitor to your own people.,Eres una traidora a tu propio pueblo.
You are a traitor! You destroyed our powerplant. I will not help you.,¡Eres una traidora! Destruiste nuestro reactor. N-no te ayudaré.
"You are agile, lucky, and always careful. This perk halves your chances of setting off a trap.","Eres ágil, cuidadosa y tienes suerte. Este extra reduce a la mitad las posibilidades de activar una trampa."
You are an enemy of my people. Die!,Eres una enemiga de mi pueblo. ¡Muere!
"You are an expert when it comes to the fine art of handling explosives. They always go off when they're supposed to, as well as causing extra damage.","Eres una experta en el refinado arte del manejo de explosivos. Siempre explotan cuando deben, causando un daño extra."
"You are as dense as a pile of bricks, human.","Eres tan listo como una pila de ladrillos, humana."
"You are certainly a worthy recipient of our fuel. I believe I can trust you with our secrets. In the back room, you will find the force field to the large computer has been turned off.  Enter the password ""CSPDMSHR-Shih-huang-ti-X9372"" and you will find yourself connected to the Emperor Computer.  The Emperor will be able to direct our fuel to where you need it.","Ciertamente eres digna merecedora de nuestro combustible. Creo que te puedo confiar nuestros secretos. En la estancia de atrás comprobarás que el campo de fuerza que bloquea el acceso a la computadora principal está desconectado. Introduce la contraseña ""CSPDMSHR-Shih-huang-ti-X9372"" y estarás conectada a la Computadora Emperador. El Emperador podrá dirigir nuestro combustible a donde lo necesites."
You are even more foolish than most of your kind to cross me. Now you must die.,Debes ser aún más estúpida que la mayoría de los de tu clase por contradecirme. Ahora debes morir.
You are evil. The Chosen One is evil!,Eres malvada. ¡La Elegida es malvada!
"You are hemorrhaging violently. You are very sick, and your hair is falling out.","Sufres una violenta hemorragia. Estás muy enferma, y tu pelo se está cayendo."
You are just evil. Please don't talk to me.,"Eres malvada. Por favor, no me hables."
"You are less likely to be hit in combat if you have this Perk. You gain a +5 to your Armor Class, in addition to the AC bonus from any armor worn.","Eres menos proclive a ser herida en combate si tienes este extra. Ganas un bono de +5 a tu clase de armadura, que se añade al bono por llevar armadura."
You are much less likely to be knocked down in combat.,Eres mucho menos proclive a ser derribada en combate.
"You are much more adept at stealing than the normal crook. You can steal with the best of them, because with this Perk, you ignore size and facing modifiers when stealing from a person.","Eres mucho más aficionada a robar que un ladrón normal. Puedes robar a cualquiera porque, con este extra, ignoras los modificadores de tamaño y encuentro a la hora de robar a una persona."
"You are not quick enough in combat for my training to help you, Chosen One.","No eres lo suficientemente ágil en combate como para que mi entrenamiento te sirva de algo, Elegida."
You are not the right one for this duty. Good day.,No eres la adecuada para esta tarea. Adiós.
You are not wanted here. Please leave now.,"No eres bienvenida aquí. Por favor, márchate ahora."
You are not welcome here at this time. You may leave.,No eres bienvenida aquí en este momento. Puedes irte.
You are not welcome here. Please leave.,"Aquí no eres bienvenida. Por favor, vete."
You are one of us.,Eres una de nosotros.
"You are our only hope, Chosen One. Please do not fail us!","Eres nuestra sola esperanza, Elegida. Por favor, ¡no nos falles!"
"You are quick, aren't you? Well, if you ask you can retrieve any part of the animal you want.
 Balthas will usually buy the hides, and Rose will buy whatever scraps you don't want. She uses it to
 make soup and feed her dogs.","Eres un poco tacaña, ¿no? Bueno, si es lo que quieres, puedes hacerte con los restos que quieras. Balthas suele comprar las pieles, y Rose te comprará cualquier resto que no quieras. Los suele usar para hacer sopa y alimentar a sus perros."
